,files,keys,en,hi,id,zh-Hant,ja,zh-Hans,Base,th,vi,ko
4,Flabuless/Layouts/Apps Specific/Bridgestone/LoginViewController.strings,"""DO0-pU-7WL.text""","""Forgot Password?"";","""पासवर्ड भूल गए ?"";","""Lupa Sandi?"";","""忘了密碼？"";","""パスワードをお忘れですか ？"";","""忘记密码？"";",,"""ลืมรหัสผ่าน"";","""Quên Mật khẩu ư ?"";","""비밀번호를 잊으 셨나요 ?"";"
5,Flabuless/Layouts/Apps Specific/Bridgestone/LoginViewController.strings,"""JGj-pN-CpT.normalTitle""","""LOGIN"";","""लॉग इन"";","""masuk"";","""登錄"";","""ログイン"";","""登录"";",,"""เข้าสู่ระบบ"";","""ĐĂNG NHẬP"";","""로그인"";"
6,Flabuless/Layouts/Apps Specific/Bridgestone/LoginViewController.strings,"""PkE-B2-n9a.placeholder""","""Email or Username"";","""ईमेल या उपयोगकर्ता का नाम"";","""Email atau nama pengguna"";","""電子信箱或使用者名稱"";","""メールアドレスまたはユーザ名"";","""电子邮箱或用户名"";",,"""อีเมล์หรือชื่อผู้ใช้"";","""Email hoặc Tên người dùng"";","""이메일 또는 사용자 이름"";"
7,Flabuless/Layouts/Apps Specific/Bridgestone/LoginViewController.strings,"""rtt-Md-U7W.placeholder""","""Password"";","""पासवर्ड "";","""Sandi"";","""密碼"";","""パスワード"";","""密码"";",,"""รหัสผ่าน"";","""Mật khẩu"";","""비밀번호"";"
0,Flabuless/Layouts/Common UI/CustomCells/ProfileEditTableViewCell.strings,"""GhG-HA-HHS.text""","""Label"";","""लेबल"";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ฉลาก"";","""Nhãn"";","""Label"";"
0,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""9pz-Ru-bL7.text""","""Password must be minimum 8 characters and contain a combination of letters & numbers"";","""पासवर्ड न्यूनतम 8 वर्ण होना चाहिए और अक्षरों और संख्याओं का संयोजन होना चाहिए"";","""Kata sandi harus minimum 8 karakter dan berisi kombinasi huruf & angka"";","""密码必须至少8个字符，并包含字母和数字的组合"";","""パスワードは8文字以上で、文字と数字の組み合わせが必要です"";","""密码必须至少8个字符，并包含字母和数字的组合"";",,"""รหัสผ่านต้องมีความยาวไม่ต่ำกว่า 8 ตัวอักษรและประกอบด้วยตัวอักษรและตัวเลข"";","""Mật khẩu phải có tối thiểu 8 ký tự và chứa kết hợp chữ cái và số"";","""비밀번호는 최소 8 자이어야하며 문자와 숫자의 조합을 포함해야합니다."";"
1,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""qMf-t1-lWd.text""",,"""फ़ोन:"";","""TELEPON"";","""电话:"";",,"""PHONE"";",,"""โทรศัพท์:"";","""Điện thoại:"";","""전화번호:"";"
2,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""AP4-eP-FW0.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""保存"";","""登録"";","""保存"";",,"""ประหยัด"";","""LƯU"";","""저장"";"
3,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Xur-h7-LZl.placeholder""","""Confirm Password"";","""पासवर्ड की पुष्टि कीजिये"";","""Konfirmasi sandi"";","""確認密碼"";","""パスワードを認証する"";","""确认密码"";",,"""ยืนยันรหัสผ่าน"";","""Xác nhận mật khẩu"";","""비밀번호 확인"";"
4,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Gd1-Nb-tSF.text""","""FAQ"";","""सामान्य प्रश्न"";","""FAQ"";","""常见问题"";","""よくある質問"";","""FAQ"";",,"""คำถามที่พบบ่อย"";","""Câu hỏi Thường gặp"";","""자주하는 질문"";"
5,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""zNf-7G-7Xu.text""","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";",,"""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";"
6,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""pKk-vB-JDm.normalTitle""","""CHAT SUPPORT"";","""चैट सपोर्ट"";","""Bantuan Obrolan"";","""在线咨询"";","""チャットのサポート"";","""在线咨询"";",,"""บริการสนับสนุนทางแชท"";","""Tư vấn Trực tuyến"";","""채팅 지원"";"
7,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""u5v-fM-cti.placeholder""","""Email"";","""ईमेल:"";","""Email"";","""电子邮件"";","""Eメール："";","""电子邮件"";",,"""อีเมล์"";","""Email"";","""이메일"";"
8,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""rPB-1p-H0t.text""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""更改密码"";","""パスワード変更"";","""更改密码"";",,"""เปลี่ยนรหัสผ่าน"";","""Đổi Mật khẩu"";","""비밀번호 변경"";"
9,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""teH-S3-kYL.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""旧密码"";","""以前のパスワード"";","""旧密码"";",,"""รหัสผ่านเก่า"";","""Mật khẩu Cũ"";","""현재 비밀번호"";"
10,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Xc2-Nr-0Qv.text""","""FEEDBACK & SUPPORT"";","""फीडबैक और सपोर्ट"";","""BANTUAN & SARAN"";","""技术支持"";","""フィードバックとサポート"";","""技术支持"";",,"""คำติชมและ บริการ"";","""PHẢN HỒI & HỖ TRỢ"";",""" 기술지원"";"
11,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""oMi-qa-5jN.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""新密码"";","""新しいパスワード"";","""新密码"";",,"""รหัสผ่านใหม่"";","""Mật khẩu Mới"";","""새 비밀번호"";"
12,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""ZxY-gu-iY6.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""保存"";","""セーブ"";","""保存"";",,"""ประหยัด"";","""LƯU"";","""저장"";"
13,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""N1j-ii-PAo.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";",,"""Button"";","""Button"";","""Button"";"
14,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""klN-p3-5Am.text""","""EMAIL"";","""ईमेल:"";","""EMAIL"";","""电子邮件"";","""Eメール："";","""电子邮件"";",,"""อีเมล์"";","""EMAIL"";","""이메일"";"
15,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""ERc-v0-fNl.normalTitle""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""更改密码"";","""パスワードを変更する"";","""更改密码"";",,"""เปลี่ยนรหัสผ่าน"";","""Đổi Mật khẩu"";","""비밀번호 변경"";"
16,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""lOa-Hm-mbB.text""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""更改密码"";","""新規会員登録"";","""更改密码"";",,"""เปลี่ยนรหัสผ่าน"";","""Đổi Mật khẩu"";","""비밀번호 변경"";"
17,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Yz3-lb-Mst.placeholder""","""Last Name"";","""अंतिम नाम"";","""Nama keluarga"";","""姓"";","""姓"";","""姓"";",,"""นามสกุล"";","""Họ"";","""성"";"
18,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""lcZ-KX-Maf.normalTitle""","""Logs"";","""लाॅग"";","""Logs"";","""Logs"";","""ログ"";","""上报异常"";",,"""บันทึก"";","""Nhật ký thông số"";","""로그"";"
19,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""grq-BS-oOI.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""新密码"";","""新しいパスワード"";","""新密码"";",,"""รหัสผ่านใหม่"";","""Mật khẩu Mới"";","""새 비밀번호"";"
20,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""tXS-zc-b0P.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";",,"""Button"";","""Button"";","""Button"";"
21,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""5uQ-hn-fk4.placeholder""","""First Name"";","""पहला नाम"";","""Nama depan"";","""名字"";","""名"";","""名字"";",,"""ชื่อจริง"";","""Tên đầu tiên"";","""이름"";"
22,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""eTk-dm-xni.placeholder""","""Email"";","""ईमेल:"";","""Email"";","""电子邮件"";","""Eメール："";","""电子邮件"";",,"""อีเมล์"";","""Email"";","""이메일"";"
23,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""LLn-NA-8PT.normalTitle""","""CHANGE LANGUAGE"";","""भाषा बदलो"";","""Ganti BAHASA"";","""更换语言"";","""言語を選択"";","""更换语言"";",,"""เปลี่ยนภาษา"";","""Đổi Ngôn ngữ"";","""언어 변경"";"
24,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""rWR-IU-SyU.text""","""Password must be minimum 8 characters and contain a combination of letters & numbers"";","""पासवर्ड न्यूनतम 8 वर्ण होना चाहिए और अक्षरों और संख्याओं का संयोजन होना चाहिए"";","""Kata sandi harus minimum 8 karakter dan berisi kombinasi huruf & angka"";","""密码必须至少8个字符，并包含字母和数字的组合"";","""パスワードは8文字以上で、文字と数字の組み合わせが必要です"";","""密码必须至少8个字符，并包含字母和数字的组合"";",,"""รหัสผ่านต้องมีความยาวไม่ต่ำกว่า 8 ตัวอักษรและประกอบด้วยตัวอักษรและตัวเลข"";","""Mật khẩu phải có tối thiểu 8 ký tự và chứa kết hợp chữ cái và số"";","""비밀번호는 최소 8 자이어야하며 문자와 숫자의 조합을 포함해야합니다."";"
25,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""HCu-50-Fu5.placeholder""","""Confim Password"";","""पासवर्ड की पुष्टि कीजिये"";","""konfirmasi sandi"";","""确认密码"";","""パスワードを認証する"";","""确认密码"";",,"""ยืนยันรหัสผ่าน"";","""Xác nhận Mật khẩu"";","""새비밀번호다시입력"";"
26,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""Klp-2x-MYt.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";",,"""Button"";","""Button"";","""Button"";"
27,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""g5Y-ON-AVh.text""",,"""+6567177782"";","""+6567177782"";","""+6567177782"";",,"""+6567177782"";",,"""+6567177782"";","""+6567177782"";","""+6567177782"";"
28,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""TQB-53-QqZ.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""旧密码"";","""以前のパスワード"";","""旧密码"";",,"""รหัสผ่านเก่า"";","""Mật khẩu Cũ"";","""현재 비밀번호"";"
29,Flabuless/Presentation Layer/BenefitSt Fit/Support/Support.strings,"""yft-fj-K35.text""","""https://flabuless.ne.jp/faq-jp/"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabuless.ne.jp/faq-jp/"";","""https://flabulesshelp.rewardz.sg/support/home"";",,"""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";"
0,Flabuless/Presentation Layer/NewEventDesign/EventImageTableViewCell.strings,"""CSw-lr-INf.text""","""THUMBNAIL"";","""संक्षिप्त"";","""Gambar Mini"";","""縮圖"";","""サムネイル"";","""缩略图"";",,"""รูปขนาดย่อ"";","""Ảnh Đại diện Thu nhỏ"";","""섬네일"";"
1,Flabuless/Presentation Layer/NewEventDesign/EventImageTableViewCell.strings,"""OYh-hH-1RW.text""","""DETAIL"";","""विस्तृत "";","""Rincian"";","""詳細資訊"";","""詳細"";","""详细信息"";",,"""รายละเอียด"";","""Ảnh Gốc"";","""상세 정보"";"
2,Flabuless/Presentation Layer/NewEventDesign/EventImageTableViewCell.strings,"""f6j-Pb-QMX.text""","""ADD PHOTO"";","""फोटो लगाएं "";","""Tambah Foto"";","""上传图片"";","""写真を追加"";","""添加照片"";",,"""เพิ่มรูปภาพ"";","""Thêm Ảnh"";","""사진 바꾸기"";"
0,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""kuz-0C-9i4.text""","""am"";","""प्रातः "";","""am"";","""上午"";","""午前"";","""上午"";",,"""am"";","""sáng"";","""오전"";"
1,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""XHp-18-Qr0.text""","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";",,"""25/04/2018"";","""25/04/2018"";","""25/04/2018"";"
2,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""1bO-B6-g7J.text""","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";",,"""11:40"";","""11:40"";","""11:40"";"
3,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""FVd-dW-OAu.text""","""min"";","""न्यूनतम "";","""mnt"";","""分鐘"";","""分"";","""分钟"";",,"""นาที"";","""phút"";","""분"";"
4,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""Gee-pF-1bJ.text""","""Start Date & Time"";","""शुरू करने की तारीख और समय "";","""Tanggal & Waktu Mulai"";","""開始日期與時間"";","""開始日時"";","""开始日期和时间"";",,"""วันที่และเวลาเริ่มต้น"";","""Ngày & Thời gian Bắt đầu"";","""시작 날짜 및 시각"";"
5,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""IyP-aI-mKq.text""","""Duration"";","""अवधि"";","""Durasi"";","""時間長度"";","""期間"";","""持续时间"";",,"""ระยะเวลา"";","""Thời gian diễn ra"";","""기간"";"
6,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""Sk2-WG-1fh.text""","""Label"";","""लेबल "";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
7,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/ActivityCarouselCollectionViewCell.strings,"""WeE-A9-m9X.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
0,Flabuless/Presentation Layer/Settings/NewConnectApps/HorizontalScrollingTrackersListController/CollectionView Cell/TrackerCollectionViewCell.strings,"""4zF-Ge-yPf.normalTitle""","""Sync Steps"";","""सिंक चरण"";","""Sinkronkan Langkah"";","""同步步驟"";","""同期ステップ"";","""同步步骤"";",,"""ขั้นตอนการซิงค์"";","""Các bước đồng bộ hóa"";","""동기화 단계"";"
1,Flabuless/Presentation Layer/Settings/NewConnectApps/HorizontalScrollingTrackersListController/CollectionView Cell/TrackerCollectionViewCell.strings,"""lqC-hl-gip.normalTitle""","""Disconnect"";","""वियोजित करें"";","""Putuskan"";","""取消連接"";","""切断する"";","""取消连接"";",,"""ยกเลิกการเชื่อมต่อ"";","""Ngắt kết nối"";","""연결해제"";"
