,Unnamed: 0,files,keys,en,zh-Hans,vi,id,ms,th,ru
479,5,SKOR/ReferalMainView/ReferalStoryboard.strings,"""Q1X-7O-XbN.text""","""REFERRAL"";","""转 介"";","""REFERRAL"";","""RUJUKANL"";","""REFERRAL"";","""การอ้างอิง"";",
480,6,SKOR/ReferalMainView/ReferalStoryboard.strings,"""YJy-Hc-An5.normalTitle""","""SUBMIT"";","""提交"";","""SUBMIT"";","""Hantar"";","""SUBMIT"";","""ยืนยัน"";",
481,7,SKOR/ReferalMainView/ReferalStoryboard.strings,"""LTP-Mc-s5Q.placeholder""","""Position"";","""位置"";","""Position"";","""Pangkat"";","""Position"";","""ตำแหน่ง"";",
482,8,SKOR/ReferalMainView/ReferalStoryboard.strings,"""bJ6-BS-Vqm.placeholder""","""Name of the Candidate"";","""候选人姓名"";","""Name of the Candidate"";","""Nama Calon"";","""Name of the Candidate"";","""ชื่อผู้สมัคร"";",
483,9,SKOR/ReferalMainView/ReferalStoryboard.strings,"""m6I-kI-YhO.placeholder""","""Position"";","""位置"";","""Position"";","""Pangkat"";","""Position"";","""ตำแหน่ง"";",
484,10,SKOR/ReferalMainView/ReferalStoryboard.strings,"""pnB-W0-COY.placeholder""","""Full Name"";","""全名"";","""Full Name"";","""Nama Sepenuh"";","""Full Name"";","""ชื่อเต็ม"";",
485,11,SKOR/ReferalMainView/ReferalStoryboard.strings,"""3dw-aX-wiP.normalTitle""","""SUBMIT"";","""提交"";","""SUBMIT"";","""Hantar"";","""SUBMIT"";","""ยืนยัน"";",
486,12,SKOR/ReferalMainView/ReferalStoryboard.strings,"""KKK-op-LNi.placeholder""","""Company"";","""公司"";","""Company"";","""Syarikat"";","""Company"";","""บริษัท"";",
487,0,SKOR/Presentation Layer/Settings/NewSetting/EarnPoints/EarnPointsViewController.strings,"""XrD-GC-R8d.text""","""HOW TO EARN POINTS"";","""HOW TO EARN POINTS"";","""Làm thế nào để tích điểm?"";","""CARA MENDAPAT POIN"";","""HOW TO EARN POINTS"";","""วิธีรับคะแนน"";",
488,0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RewardRedeemed/Bar Code/BarCodeRedeemedTableViewCell.strings,"""kGg-Gv-MAL.text""",,,"""Label"";","""Label"";","""Label"";",,
489,1,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RewardRedeemed/Bar Code/BarCodeRedeemedTableViewCell.strings,"""QM5-gQ-10z.text""",,,"""Label"";","""Label"";","""Label"";",,
490,2,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RewardRedeemed/Bar Code/BarCodeRedeemedTableViewCell.strings,"""R3V-xi-iDQ.normalTitle""",,,"""Xem trong Ví của Tôi"";","""Lihat di Dompet Saya"";","""View in My Wallet"";",,
491,3,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RewardRedeemed/Bar Code/BarCodeRedeemedTableViewCell.strings,"""FEn-Oy-CZu.normalTitle""",,,"""Quay lại mục Đổi điểm thưởng"";","""Kembali ke Ganjaran"";","""Back to Rewards"";",,
492,4,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RewardRedeemed/Bar Code/BarCodeRedeemedTableViewCell.strings,"""bDo-yV-OrS.text""","""Reward Redeemed""",,"""Phần quà đã được Đổi!"";","""Ganjaran Ditebus"";","""Reward Redeemed"";",,
493,0,SKOR/Presentation Layer/Rewards/RewardList/RewardListViewController.strings,"""ChU-jO-Lxk.text""","""Search Results"";","""搜索结果"";","""KẾT QUẢ TÌM KIẾM"";","""Hasil Carian"";","""Search Results"";","""ผลการค้นหา"";",
494,1,SKOR/Presentation Layer/Rewards/RewardList/RewardListViewController.strings,"""mIX-TV-FRP.placeholder""","""   Search"";","""   搜索"";","""    Tìm kiếm"";","""   Cari"";","""   Search"";","""ค้นหา"";",
495,0,SKOR/Presentation Layer/Rewards/RewardzMainCategoryViewController/BrowseAllRewardz/Custom Cells/SpecialDealCell/SpecialDealTableViewCell.strings,"""Mdg-y9-x4j.text""","""Special Deals”;",,"""Ưu đãi đặc biệt"";","""Tawaran Istimewa"";","""Special Deals"";",,
496,0,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventDescriptionCell/EventDescriptionCell.strings,"""Ruv-w6-siw.text""",,,"""TẤT CẢ"";","""Semua"";","""All"";",,
497,1,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventDescriptionCell/EventDescriptionCell.strings,"""S1V-ww-KDe.text""","""Description"";","""描述"";","""Mô tả"";","""Deskripsi"";","""Description"";","""คำอธิบาย"";",
498,2,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventDescriptionCell/EventDescriptionCell.strings,"""dwx-fY-mFf.text""","""Label"";","""Label"";",,,,"""Label"";",
499,3,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventDescriptionCell/EventDescriptionCell.strings,"""jFn-6Z-gqm.normalTitle""","""Read More"";","""阅读更多"";",,,,"""อ่านเพิ่มเติม"";",
500,0,SKOR/FacilityCheckInView/FacilityCheckInViewControllerCerraSG.strings,"""4ny-Sf-sTT.text""",,"""登录设施"";","""Đăng ký Thiết bị"";","""SEMAK KEMUDAHAN"";","""FACILITY CHECKIN"";","""ตรวจสอบสิ่งอำนวยความสะดวก"";",
501,1,SKOR/FacilityCheckInView/FacilityCheckInViewControllerCerraSG.strings,"""PUD-5t-sn5.placeholder""",,"""   搜索"";","""    Tìm kiếm"";","""   Cari"";","""   Search"";","""   ค้นหา"";",
502,0,Strings/ExperianLocalizationFile/Localizable.strings,"""See All""","""See All"";","""查看全部"";",,"""See All"";","""See All"";",,
503,1,Strings/ExperianLocalizationFile/Localizable.strings,"""Select""","""Select"";","""选择"";",,"""Select"";","""Select"";",,
504,2,Strings/ExperianLocalizationFile/Localizable.strings,"""rd""","""rd"";","""第三"";",,"""rd"";","""rd"";",,
505,3,Strings/ExperianLocalizationFile/Localizable.strings,"""Vendor Passcode""","""Vendor Passcode"";","""供应商的密码"";",,"""Vendor Passcode"";","""Vendor Passcode"";",,
506,4,Strings/ExperianLocalizationFile/Localizable.strings,"""Take Survey""","""Take Survey"";","""Take Survey"";",,"""Take Survey"";","""Take Survey"";",,
507,5,Strings/ExperianLocalizationFile/Localizable.strings,"""Please accept our terms of service and Privacy Policy to proceed""","""Please accept our terms of service and Privacy Policy to proceed"";","""请接受我们的服务条款和隐私政策即可继续。"";",,"""Please accept our terms of service and Privacy Policy to proceed"";","""Please accept our terms of service and Privacy Policy to proceed"";",,
508,6,Strings/ExperianLocalizationFile/Localizable.strings,"""Unable to fetch profile.""","""Unable to fetch profile."";","""无法提取资料页。"";",,"""Unable to fetch profile."";","""Unable to fetch profile."";",,
509,7,Strings/ExperianLocalizationFile/Localizable.strings,"""Alert""","""Alert"";","""通知"";",,"""Alert"";","""Alert"";",,
510,8,Strings/ExperianLocalizationFile/Localizable.strings,"""MON""","""MON"";","""一"";",,"""MON"";","""MON"";",,
511,9,Strings/ExperianLocalizationFile/Localizable.strings,"""NOMINATE""","""NOMINATE"";","""NOMINATE"";",,"""NOMINATE"";","""NOMINATE"";",,
512,10,Strings/ExperianLocalizationFile/Localizable.strings,"""Nakhon pathom""",,,"""Nakhon pathom"";",,,,
513,11,Strings/ExperianLocalizationFile/Localizable.strings,"""UPLOAD RECEIPTS""","""UPLOAD RECEIPTS"";","""上载收据"";",,"""UPLOAD RECEIPTS"";","""UPLOAD RECEIPTS"";",,
514,12,Strings/ExperianLocalizationFile/Localizable.strings,"""group""","""group"";","""组合"";",,"""group"";","""group"";",,
515,13,Strings/ExperianLocalizationFile/Localizable.strings,"""Our step tracker will help you keep track of your fitness and health Wherever you are""","""Our step tracker will help you keep track of your fitness and health Wherever you are"";","""步伐跟踪器无时无刻帮助监测健身运动进展。"";",,"""Our step tracker will help you keep track of your fitness and health Wherever you are"";","""Our step tracker will help you keep track of your fitness and health Wherever you are"";",,
516,14,Strings/ExperianLocalizationFile/Localizable.strings,"""An hour ago""","""An hour ago"";","""一小时前"";",,"""An hour ago"";","""An hour ago"";",,
517,15,Strings/ExperianLocalizationFile/Localizable.strings,"""Feedback & Support""","""Feedback & Support"";","""反馈和支持"";",,"""Feedback & Support"";","""Feedback & Support"";",,
518,16,Strings/ExperianLocalizationFile/Localizable.strings,"""Please Disconnect Fitbit First""","""Please Disconnect Fitbit First"";","""请先中断 FitBit 的连接"";",,"""Please Disconnect Fitbit First"";","""Please Disconnect Fitbit First"";",,
519,17,Strings/ExperianLocalizationFile/Localizable.strings,"""Phetchaburi""",,,"""Phetchaburi"";",,,,
520,18,Strings/ExperianLocalizationFile/Localizable.strings,"""points since""","""points since"";","""points since"";",,"""points since"";","""points since"";",,
521,19,Strings/ExperianLocalizationFile/Localizable.strings,"""Discount""","""Discount"";","""查看优惠折扣"";",,"""Discount"";","""Discount"";",,
522,20,Strings/ExperianLocalizationFile/Localizable.strings,"""Password doesn't match""","""Password doesn't match"";","""密码不匹配"";",,"""Password doesn't match"";","""Password doesn't match"";",,
523,21,Strings/ExperianLocalizationFile/Localizable.strings,"""Some error while changing password, please reach out to support.""","""Some error while changing password, please reach out to support."";","""更改密码时出现了一些问题，请联系管理员寻求帮助。"";",,"""Some error while changing password, please reach out to support."";","""Some error while changing password, please reach out to support."";",,
524,22,Strings/ExperianLocalizationFile/Localizable.strings,"""Please kill the app to close your last session""","""Please kill the app to close your last session"";","""如要关闭您的最后一段会话，请停止应用程序"";",,"""Please kill the app to close your last session"";","""Please kill the app to close your last session"";",,
525,23,Strings/ExperianLocalizationFile/Localizable.strings,"""FRI""","""FRI"";","""五"";",,"""FRI"";","""FRI"";",,
526,24,Strings/ExperianLocalizationFile/Localizable.strings,"""Samut songkhram""",,,"""Samut songkhram"";",,,,
527,25,Strings/ExperianLocalizationFile/Localizable.strings,"""BIRTHDAY""","""BIRTHDAY"";","""生日"";",,"""BIRTHDAY"";","""BIRTHDAY"";",,
528,26,Strings/ExperianLocalizationFile/Localizable.strings,"""Gallery""","""Gallery"";","""相机胶卷"";",,"""Gallery"";","""Gallery"";",,
529,27,Strings/ExperianLocalizationFile/Localizable.strings,"""Send Logs""","""Send Logs"";","""发送程序提问"";",,"""Send Logs"";","""Send Logs"";",,
530,28,Strings/ExperianLocalizationFile/Localizable.strings,"""20 characters limit for group name""","""20 characters limit for group name"";","""组名的字符不可超过20个"";",,"""20 characters limit for group name"";","""20 characters limit for group name"";",,
531,29,Strings/ExperianLocalizationFile/Localizable.strings,"""Email is not valid""","""Email is not valid"";","""电子邮件无效"";",,"""Email is not valid"";","""Email is not valid"";",,
532,30,Strings/ExperianLocalizationFile/Localizable.strings,"""Highest Early Educational""","""Highest Early Educational"";","""幼教专业学历"";",,"""Highest Early Educational"";","""Highest Early Educational"";",,
533,31,Strings/ExperianLocalizationFile/Localizable.strings,"""Lost connection from Layer""","""Lost connection from Layer"";","""失去 Layer连接"";",,"""Lost connection from Layer"";","""Lost connection from Layer"";",,
534,32,Strings/ExperianLocalizationFile/Localizable.strings,"""Chon buri""",,,"""Chon buri"";",,,,
535,33,Strings/ExperianLocalizationFile/Localizable.strings,"""Facility Check-In""","""Facility Check-In"";","""设施签入"";",,"""Facility Check-In"";","""Facility Check-In"";",,
536,34,Strings/ExperianLocalizationFile/Localizable.strings,"""Get in touch""","""Get in touch"";","""电邮"";",,"""Get in touch"";","""Get in touch"";",,
537,35,Strings/ExperianLocalizationFile/Localizable.strings,"""Click link for more details.""","""Click link for more details."";","""查看详细."";",,"""Click link for more details."";","""Click link for more details."";",,
538,36,Strings/ExperianLocalizationFile/Localizable.strings,"""Student Care Teacher""","""Student Care Teacher"";","""学后托管老师"";",,"""Student Care Teacher"";","""Student Care Teacher"";",,
539,37,Strings/ExperianLocalizationFile/Localizable.strings,"""days ago""","""days ago"";","""几天前"";",,"""days ago"";","""days ago"";",,
540,38,Strings/ExperianLocalizationFile/Localizable.strings,"""Date of birth""","""Date of birth"";","""出生日期"";",,"""Date of birth"";","""Date of birth"";",,
541,39,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter Highest ECCE Qualification""","""Please enter Highest ECCE Qualification"";","""请输入幼教专业学历"";",,"""Please enter Highest ECCE Qualification"";","""Please enter Highest ECCE Qualification"";",,
542,40,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter pin code correctly""","""Please enter pin code correctly"";","""请输入正确的PIN码"";","""Vui lòng nhập đúng mã pin"";","""Please enter pin code correctly"";","""Please enter pin code correctly"";",,"""Введите верный пин-код"""
543,41,Strings/ExperianLocalizationFile/Localizable.strings,"""Chiang mai""",,,"""Chiang mai"";",,,,
544,42,Strings/ExperianLocalizationFile/Localizable.strings,"""Successful submission""","""Successful submission"";","""成功提交"";",,"""Successful submission"";","""Successful submission"";",,
545,43,Strings/ExperianLocalizationFile/Localizable.strings,"""Benefit For""",,,"""Benefit For"";",,,,
546,44,Strings/ExperianLocalizationFile/Localizable.strings,"""Chai yaphum""",,,"""Chai yaphum"";",,,,
547,45,Strings/ExperianLocalizationFile/Localizable.strings,"""Change Password""","""Change Password"";","""更改密码"";",,"""Change Password"";","""Change Password"";",,
548,46,Strings/ExperianLocalizationFile/Localizable.strings,"""ATTENDING""","""ATTENDING"";","""会参与"";",,"""ATTENDING"";","""ATTENDING"";",,
549,47,Strings/ExperianLocalizationFile/Localizable.strings,"""Unable to fetch""","""Unable to fetch"";","""无法提取应用程序接口"";",,"""Unable to fetch"";","""Unable to fetch"";",,
550,48,Strings/ExperianLocalizationFile/Localizable.strings,"""points from your account""","""points from your account"";","""分从您的帐户"";",,"""points from your account"";","""points from your account"";",,
551,49,Strings/ExperianLocalizationFile/Localizable.strings,"""Benefit Category""",,,"""Benefit Category"";",,,,
552,50,Strings/ExperianLocalizationFile/Localizable.strings,"""Get real-time updates on what's going on in your company and see upcoming events and activities""","""Get real-time updates on what's going on in your company and see upcoming events and activities"";","""实时更新应用程序， 知晓公司将举办的节目和活动。"";",,"""Get real-time updates on what's going on in your company and see upcoming events and activities"";","""Get real-time updates on what's going on in your company and see upcoming events and activities"";",,
553,51,Strings/ExperianLocalizationFile/Localizable.strings,"""for redemption""","""for redemption"";","""for redemption"";",,"""for redemption"";","""for redemption"";",,
554,52,Strings/ExperianLocalizationFile/Localizable.strings,"""Redemption code""","""Redemption code"";","""兑换码"";",,"""Redemption code"";","""Redemption code"";",,
555,53,Strings/ExperianLocalizationFile/Localizable.strings,"""Samutprakan""",,,"""Samutprakan"";",,,,
556,54,Strings/ExperianLocalizationFile/Localizable.strings,"""Referrals""","""Referrals"";","""名推荐"";",,"""Referrals"";","""Referrals"";",,
557,55,Strings/ExperianLocalizationFile/Localizable.strings,"""more points to become""","""more points to become"";","""多分就能达到"";",,"""more points to become"";","""more points to become"";",,
558,56,Strings/ExperianLocalizationFile/Localizable.strings,"""SUBMIT""","""SUBMIT"";","""提交"";",,"""SUBMIT"";","""SUBMIT"";",,
559,57,Strings/ExperianLocalizationFile/Localizable.strings,"""Diploma""","""Diploma"";","""大专"";",,"""Diploma"";","""Diploma"";",,
560,58,Strings/ExperianLocalizationFile/Localizable.strings,"""Not Allowed""","""Not Allowed"";","""不允许"";",,"""Not Allowed"";","""Not Allowed"";",,
561,59,Strings/ExperianLocalizationFile/Localizable.strings,"""Please select highest academic qualifiication.""","""Please select highest academic qualifiication."";","""请输入最高学历"";",,"""Please select highest academic qualifiication."";","""Please select highest academic qualifiication."";",,
562,60,Strings/ExperianLocalizationFile/Localizable.strings,"""FEB""","""FEB"";","""2月"";",,"""FEB"";","""FEB"";",,
563,61,Strings/ExperianLocalizationFile/Localizable.strings,"""Get rewards""","""Get rewards"";","""获得奖励"";",,"""Get rewards"";","""Get rewards"";",,
564,62,Strings/ExperianLocalizationFile/Localizable.strings,"""Please Disconnect Jawbone First""","""Please Disconnect Jawbone First"";","""请先中断 Jawbone 的连接"";",,"""Please Disconnect Jawbone First"";","""Please Disconnect Jawbone First"";",,
565,63,Strings/ExperianLocalizationFile/Localizable.strings,"""Colleague's Anniversary today""","""Colleague's Anniversary today"";","""同事的周年纪念日！"";",,"""Colleague's Anniversary today"";","""Colleague's Anniversary today"";",,
566,64,Strings/ExperianLocalizationFile/Localizable.strings,"""Send personalized birthday wishes and greetings to your dearest colleagues""","""Send personalized birthday wishes and greetings to your dearest colleagues"";","""向同事发送生日祝福和问候。"";",,"""Send personalized birthday wishes and greetings to your dearest colleagues"";","""Send personalized birthday wishes and greetings to your dearest colleagues"";",,
567,65,Strings/ExperianLocalizationFile/Localizable.strings,"""Sucessfully joined""","""Successfully joined"";","""成功加入"";",,"""Sucessfully joined"";","""Sucessfully joined"";",,
568,66,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter Highest Academic Qualification""","""Please enter Highest Academic Qualification"";","""请输入最高学历"";",,"""Please enter Highest Academic Qualification"";","""Please enter Highest Academic Qualification"";",,
569,67,Strings/ExperianLocalizationFile/Localizable.strings,"""History""","""History"";","""历史"";",,"""History"";","""History"";",,
570,68,Strings/ExperianLocalizationFile/Localizable.strings,"""Mukdahan""",,,"""Mukdahan"";",,,,
571,69,Strings/ExperianLocalizationFile/Localizable.strings,"""Trainee Teacher""","""Trainee Teacher"";","""实习老师"";",,"""Trainee Teacher"";","""Trainee Teacher"";",,
572,70,Strings/ExperianLocalizationFile/Localizable.strings,"""Already Connected With This Account.""","""Already Connected With This Account."";","""已连接到此账户了"";",,"""Already Connected With This Account."";","""Already Connected With This Account."";",,
573,71,Strings/ExperianLocalizationFile/Localizable.strings,"""Caption  should not be empty""","""Caption  should not be empty"";","""Caption  should not be empty"";",,"""Caption  should not be empty"";","""Caption  should not be empty"";",,
574,72,Strings/ExperianLocalizationFile/Localizable.strings,"""Rewards""","""Rewards"";","""奖励"";",,"""Rewards"";","""Rewards"";",,
575,73,Strings/ExperianLocalizationFile/Localizable.strings,"""Please enter your last name.""","""Please enter your last name."";","""请输入您的姓氏"";",,"""Please enter your last name."";","""Please enter your last name."";",,
